STNAM,FIPST,LEAID,ST_LEAID,LEANM,ALL_COHORT_1617,ALL_RATE_1617,MAM_COHORT_1617,MAM_RATE_1617,MAS_COHORT_1617,MAS_RATE_1617,MBL_COHORT_1617,MBL_RATE_1617,MHI_COHORT_1617,MHI_RATE_1617,MTR_COHORT_1617,MTR_RATE_1617,MWH_COHORT_1617,MWH_RATE_1617,CWD_COHORT_1617,CWD_RATE_1617,ECD_COHORT_1617,ECD_RATE_1617,LEP_COHORT_1617,LEP_RATE_1617,DATE_CUR
TEXAS,48,4841550,TX-216901,STERLING CITY ISD,16,GE80,,,,,,,5,PS,1,PS,10,GE50,2,PS,7,GE50,,,17AUG18
TEXAS,48,4841580,TX-117904,PLEMONS-STINNETT-PHILLIPS CISD,43,GE90,,,,,,,11,GE50,2,PS,30,GE80,5,PS,15,GE50,,,17AUG18
TEXAS,48,4841610,TX-247906,STOCKDALE ISD,42,GE90,,,1,PS,1,PS,24,GE80,2,PS,14,GE50,3,PS,18,GE80,,,17AUG18
TEXAS,48,4841670,TX-211902,STRATFORD ISD,26,GE80,,,,,,,16,GE80,,,10,GE50,3,PS,12,GE50,,,17AUG18
TEXAS,48,4841700,TX-182905,STRAWN ISD,14,GE50,,,,,,,2,PS,,,12,GE50,1,PS,3,PS,,,17AUG18
TEXAS,48,4841760,TX-140908,SUDAN ISD,35,GE90,,,,,,,23,GE80,1,PS,11,GE50,4,PS,16,GE80,,,17AUG18
TEXAS,48,4841790,TX-112910,SULPHUR BLUFF ISD,12,GE50,,,,,,,,,,,12,GE50,1,PS,4,PS,,,17AUG18
TEXAS,48,4841820,TX-112901,SULPHUR SPRINGS ISD,295,93,1,PS,2,PS,40,GE90,71,90-94,4,PS,177,90-94,22,60-79,144,90-94,17,GE80,17AUG18
TEXAS,48,4841850,TX-110907,SUNDOWN ISD,38,GE90,,,,,,,14,GE50,,,24,GE80,,,3,PS,,,17AUG18
TEXAS,48,4841880,TX-057919,SUNNYVALE ISD,121,GE95,1,PS,26,GE80,13,GE50,21,GE80,5,PS,55,GE90,13,GE50,13,GE50,4,PS,17AUG18
TEXAS,48,4841910,TX-171902,SUNRAY ISD,38,GE90,,,,,,,12,GE50,2,PS,24,GE80,6,GE50,7,GE50,2,PS,17AUG18
TEXAS,48,4841970,TX-020906,SWEENY ISD,146,GE95,2,PS,1,PS,15,GE50,27,GE80,8,GE50,93,GE95,13,GE50,57,GE90,3,PS,17AUG18
TEXAS,48,4842030,TX-177902,SWEETWATER ISD,140,90-94,,,,,9,GE50,63,GE95,,,68,85-89,16,GE80,72,85-89,5,PS,17AUG18
TEXAS,48,4842060,TX-205907,TAFT ISD,75,85-89,,,,,1,PS,63,85-89,1,PS,10,GE50,5,PS,68,85-89,,,17AUG18
TEXAS,48,4842090,TX-153904,TAHOKA ISD,47,GE90,,,,,,,28,GE80,2,PS,17,GE80,2,PS,26,GE80,,,17AUG18
TEXAS,48,4842120,TX-194903,RIVERCREST ISD,50,GE90,1,PS,1,PS,1,PS,7,GE50,3,PS,37,GE90,8,GE50,25,GE80,1,PS,17AUG18
TEXAS,48,4842210,TX-146907,TARKINGTON ISD,107,GE95,1,PS,,,1,PS,11,GE50,,,94,GE95,12,GE50,47,GE90,,,17AUG18
TEXAS,48,4842240,TX-201910,TATUM ISD,118,GE95,,,,,38,GE90,28,GE80,,,52,GE90,6,GE50,2,PS,1,PS,17AUG18
TEXAS,48,4842280,TX-246911,TAYLOR ISD,215,92,,,2,PS,20,GE80,132,90-94,3,PS,58,GE90,19,60-79,109,85-89,8,GE50,17AUG18
TEXAS,48,4842300,TX-081904,TEAGUE ISD,110,90-94,,,1,PS,15,GE50,15,GE50,5,PS,74,GE95,16,GE80,50,GE90,,,17AUG18
TEXAS,48,4842330,TX-014909,TEMPLE ISD,570,85,1,PS,11,GE50,161,80-84,230,80-84,25,GE80,142,85-89,52,70-79,317,84,21,40-59,17AUG18
TEXAS,48,4842360,TX-210904,TENAHA ISD,33,GE90,,,,,12,GE50,11,GE50,1,PS,9,GE50,6,GE50,32,GE90,,,17AUG18
TEXAS,48,4842390,TX-022004,TERLINGUA CSD,13,GE50,,,,,,,10,GE50,,,3,PS,2,PS,8,GE50,3,PS,17AUG18
TEXAS,48,4842420,TX-222901,TERRELL COUNTY ISD,12,GE50,,,,,,,7,GE50,1,PS,4,PS,,,2,PS,1,PS,17AUG18
TEXAS,48,4842450,TX-129906,TERRELL ISD,251,91,,,5,PS,56,GE90,106,85-89,7,GE50,77,85-89,23,60-79,156,90-94,19,60-79,17AUG18
TEXAS,48,4842480,TX-019907,TEXARKANA ISD,464,94,2,PS,4,PS,197,90-94,54,GE90,16,GE80,191,GE95,63,90-94,251,90-94,10,GE50,17AUG18
TEXAS,48,4842510,TX-084906,TEXAS CITY ISD,640,87,7,GE50,8,GE50,189,85-89,247,85-89,8,GE50,181,85-89,51,70-79,406,86,26,GE80,17AUG18
TEXAS,48,4842570,TX-056902,TEXLINE ISD,18,GE80,,,,,,,7,GE50,,,11,GE50,1,PS,10,GE50,1,PS,17AUG18
TEXAS,48,4842630,TX-166905,THORNDALE ISD,34,GE90,,,,,1,PS,4,PS,2,PS,27,GE80,1,PS,20,GE80,,,17AUG18
TEXAS,48,4842660,TX-246912,THRALL ISD,54,GE90,1,PS,,,1,PS,9,GE50,1,PS,42,GE90,9,GE50,11,GE50,,,17AUG18
TEXAS,48,4842690,TX-149902,THREE RIVERS ISD,46,GE90,,,,,,,16,GE80,,,30,GE80,6,GE50,23,GE80,,,17AUG18
TEXAS,48,4842780,TX-224901,THROCKMORTON ISD,16,GE80,,,,,,,6,GE50,1,PS,9,GE50,,,9,GE50,,,17AUG18
TEXAS,48,4842810,TX-158902,TIDEHAVEN ISD,50,80-89,,,,,5,PS,20,GE80,,,25,GE80,5,PS,25,GE80,,,17AUG18
TEXAS,48,4842840,TX-210905,TIMPSON ISD,31,GE90,,,,,7,GE50,5,PS,1,PS,18,GE80,4,PS,18,GE80,,,17AUG18
TEXAS,48,4842900,TX-111903,TOLAR ISD,61,GE95,,,,,,,2,PS,,,59,GE90,7,GE50,6,GE50,1,PS,17AUG18
TEXAS,48,4842930,TX-091918,TOM BEAN ISD,45,GE90,,,1,PS,,,4,PS,3,PS,37,80-89,4,PS,12,GE50,,,17AUG18
TEXAS,48,4842960,TX-101921,TOMBALL ISD,919,97,3,PS,45,GE90,53,GE90,252,GE95,37,GE90,529,98,56,80-89,185,GE95,44,80-89,17AUG18
TEXAS,48,4842990,TX-071908,TORNILLO ISD,83,90-94,,,,,,,83,90-94,,,,,3,PS,81,90-94,11,GE50,17AUG18
TEXAS,48,4843110,TX-221905,TRENT ISD,9,GE50,,,,,,,,,,,9,GE50,,,1,PS,,,17AUG18
TEXAS,48,4843140,TX-074912,TRENTON ISD,44,GE90,,,,,,,11,GE50,2,PS,31,GE90,3,PS,19,GE80,,,17AUG18
TEXAS,48,4843170,TX-107907,TRINIDAD ISD,16,GE80,,,,,2,PS,,,1,PS,13,GE50,4,PS,7,GE50,,,17AUG18
TEXAS,48,4843200,TX-228903,TRINITY ISD,74,90-94,1,PS,,,12,GE50,11,GE50,2,PS,48,GE90,5,PS,41,GE90,2,PS,17AUG18
TEXAS,48,4843230,TX-212904,TROUP ISD,53,GE90,1,PS,1,PS,5,PS,7,GE50,2,PS,37,GE90,4,PS,26,GE80,1,PS,17AUG18
TEXAS,48,4843260,TX-014910,TROY ISD,110,GE95,1,PS,2,PS,1,PS,25,GE80,,,81,GE95,7,GE50,39,GE90,,,17AUG18
TEXAS,48,4843290,TX-001908,WESTWOOD ISD,101,GE95,,,1,PS,18,GE80,14,GE50,3,PS,65,90-94,10,GE50,25,GE80,2,PS,17AUG18
TEXAS,48,4843320,TX-219903,TULIA ISD,81,90-94,,,,,9,GE50,43,GE90,,,29,GE80,5,PS,51,GE90,5,PS,17AUG18
TEXAS,48,4843350,TX-178912,TULOSO-MIDWAY ISD,298,GE99,1,PS,,,1,PS,226,GE95,2,PS,68,GE95,30,GE80,136,GE95,6,GE50,17AUG18
TEXAS,48,4843400,TX-096905,TURKEY-QUITAQUE ISD,15,GE50,,,,,,,2,PS,,,13,GE50,2,PS,4,PS,,,17AUG18
TEXAS,48,4843470,TX-212905,TYLER ISD,1064,91,5,PS,17,GE80,331,91,456,90,14,GE50,241,90-94,72,65-69,643,90,78,80-84,17AUG18
TEXAS,48,4843530,TX-230908,UNION GROVE ISD,50,GE90,2,PS,,,1,PS,2,PS,2,PS,43,GE90,2,PS,20,GE80,,,17AUG18
TEXAS,48,4843560,TX-230904,UNION HILL ISD,22,GE80,,,,,3,PS,3,PS,,,16,GE80,4,PS,14,GE50,1,PS,17AUG18
TEXAS,48,4843650,TX-240903,UNITED ISD,3150,94,1,PS,11,GE50,4,PS,3115,94,1,PS,18,GE80,236,75-79,2324,94,533,85,17AUG18
TEXAS,48,4843680,TX-232904,UTOPIA ISD,16,GE80,,,,,,,1,PS,,,15,GE50,1,PS,5,PS,,,17AUG18
TEXAS,48,4843720,TX-232903,UVALDE CISD,363,87,,,2,PS,,,320,86,4,PS,37,GE90,38,60-69,230,85-89,9,GE50,17AUG18
TEXAS,48,4843740,TX-122902,VALENTINE ISD,2,PS,,,,,,,2,PS,,,,,,,2,PS,1,PS,17AUG18
TEXAS,48,4843760,TX-018904,VALLEY MILLS ISD,48,GE90,,,,,1,PS,13,GE50,,,34,GE90,3,PS,23,GE80,1,PS,17AUG18
TEXAS,48,4843800,TX-108916,VALLEY VIEW ISD,308,93,1,PS,,,,,306,93,,,1,PS,22,GE80,278,90-94,110,85-89,17AUG18
TEXAS,48,4843860,TX-049903,VALLEY VIEW ISD,45,GE90,,,1,PS,,,11,GE50,2,PS,31,GE90,3,PS,18,GE80,3,PS,17AUG18
TEXAS,48,4843890,TX-091908,VAN ALSTYNE ISD,106,GE95,2,PS,1,PS,2,PS,13,GE50,5,PS,83,GE95,5,PS,26,GE80,1,PS,17AUG18
TEXAS,48,4843920,TX-234906,VAN ISD,167,GE95,2,PS,,,3,PS,27,GE80,2,PS,133,GE95,11,GE50,84,GE95,,,17AUG18
TEXAS,48,4843950,TX-158906,VAN VLECK ISD,78,GE95,,,,,9,GE50,17,GE80,1,PS,51,GE90,5,PS,36,GE90,,,17AUG18
TEXAS,48,4843980,TX-180902,VEGA ISD,29,GE80,,,,,,,3,PS,,,26,GE80,,,3,PS,1,PS,17AUG18
TEXAS,48,4844010,TX-126908,VENUS ISD,119,GE95,1,PS,2,PS,6,GE50,61,90-94,3,PS,46,GE90,5,PS,78,90-94,8,GE50,17AUG18
TEXAS,48,4844040,TX-226908,VERIBEST ISD,18,GE80,,,1,PS,,,4,PS,,,13,GE50,5,PS,7,GE50,1,PS,17AUG18
TEXAS,48,4844110,TX-244903,VERNON ISD,101,90-94,,,5,PS,11,GE50,39,GE90,4,PS,42,GE90,10,GE50,51,GE90,8,GE50,17AUG18
TEXAS,48,4844150,TX-235902,VICTORIA ISD,961,88,,,14,GE50,78,85-89,564,86,16,GE80,289,90-94,70,80-84,525,85,19,GE80,17AUG18
TEXAS,48,4844160,TX-181907,VIDOR ISD,363,86,3,PS,1,PS,,,34,80-89,7,GE50,318,86,61,80-84,164,80-84,,,17AUG18
TEXAS,48,4844280,TX-161914,WACO ISD,851,75,,,3,PS,262,65-69,522,77,10,GE50,54,80-89,70,60-64,625,75,108,65-69,17AUG18
TEXAS,48,4844310,TX-089905,WAELDER ISD,14,GE50,,,,,3,PS,11,GE50,,,,,3,PS,7,GE50,1,PS,17AUG18
TEXAS,48,4844410,TX-226906,WALL ISD,84,90-94,,,2,PS,,,13,GE50,1,PS,68,GE95,3,PS,10,GE50,,,17AUG18
TEXAS,48,4844430,TX-237904,WALLER ISD,438,96,2,PS,2,PS,47,GE90,203,GE95,12,GE50,172,GE95,22,GE80,253,GE95,34,80-89,17AUG18
TEXAS,48,4844470,TX-008903,BRAZOS ISD,58,GE90,,,,,6,GE50,27,GE80,1,PS,24,GE80,2,PS,26,GE80,3,PS,17AUG18
TEXAS,48,4844520,TX-018905,WALNUT SPRINGS ISD,13,GE50,,,,,,,7,GE50,1,PS,5,PS,2,PS,7,GE50,2,PS,17AUG18
TEXAS,48,4844580,TX-229904,WARREN ISD,89,GE95,,,,,2,PS,3,PS,4,PS,80,GE95,8,GE50,37,GE90,,,17AUG18
TEXAS,48,4844670,TX-102903,WASKOM ISD,75,GE95,,,,,20,GE80,16,GE80,1,PS,38,GE90,7,GE50,42,GE90,5,PS,17AUG18
TEXAS,48,4844710,TX-226905,WATER VALLEY ISD,33,GE90,1,PS,1,PS,1,PS,7,GE50,1,PS,22,GE80,5,PS,14,GE50,,,17AUG18
TEXAS,48,4844730,TX-070912,WAXAHACHIE ISD,641,89,1,PS,9,GE50,68,90-94,217,80-84,17,GE80,329,92,58,70-79,240,80-84,11,GE50,17AUG18
TEXAS,48,4844800,TX-184903,WEATHERFORD ISD,590,GE99,,,6,GE50,19,GE80,126,GE95,15,GE50,424,GE99,30,GE80,192,GE95,23,GE80,17AUG18
TEXAS,48,4844810,TX-240904,WEBB CISD,22,GE80,,,,,,,21,GE80,,,1,PS,3,PS,13,GE50,,,17AUG18
TEXAS,48,4844820,TX-045905,WEIMAR ISD,49,GE90,,,,,4,PS,14,GE50,1,PS,30,GE80,3,PS,12,GE50,2,PS,17AUG18
TEXAS,48,4844890,TX-044902,WELLINGTON ISD,35,GE90,,,,,2,PS,24,GE80,1,PS,8,GE50,5,PS,25,GE80,2,PS,17AUG18
TEXAS,48,4844910,TX-223904,WELLMAN-UNION CISD,13,GE50,,,,,,,8,GE50,,,5,PS,2,PS,6,GE50,,,17AUG18
TEXAS,48,4844940,TX-037909,WELLS ISD,10,GE50,,,,,1,PS,,,,,9,GE50,1,PS,4,PS,,,17AUG18
TEXAS,48,4844960,TX-108913,WESLACO ISD,1264,91,1,PS,3,PS,3,PS,1236,91,,,21,GE80,112,80-84,937,89,280,80-84,17AUG18
TEXAS,48,4845000,TX-100908,WEST HARDIN COUNTY CISD,43,GE90,2,PS,,,,,1,PS,,,40,GE90,4,PS,14,GE50,,,17AUG18
TEXAS,48,4845040,TX-161916,WEST ISD,133,90-94,,,,,1,PS,16,GE80,4,PS,112,90-94,13,GE50,49,80-89,3,PS,17AUG18
TEXAS,48,4845090,TX-181906,WEST ORANGE-COVE CISD,166,85-89,,,,,115,85-89,12,GE50,6,GE50,33,80-89,13,GE50,137,85-89,2,PS,17AUG18
TEXAS,48,4845120,TX-178915,WEST OSO ISD,145,90-94,1,PS,,,26,GE80,117,90-94,,,1,PS,17,GE80,111,90-94,3,PS,17AUG18
TEXAS,48,4845150,TX-201914,WEST RUSK COUNTY CONSOLIDATED ISD,63,GE95,1,PS,,,7,GE50,12,GE50,,,43,GE90,5,PS,39,GE90,1,PS,17AUG18
TEXAS,48,4845180,TX-202905,WEST SABINE ISD,41,GE90,,,1,PS,3,PS,2,PS,1,PS,34,GE90,6,GE50,27,GE80,,,17AUG18
TEXAS,48,4845210,TX-168903,WESTBROOK ISD,18,GE80,,,,,,,5,PS,,,13,GE50,2,PS,7,GE50,,,17AUG18
TEXAS,48,4845380,TX-241904,WHARTON ISD,153,GE95,,,,,43,GE90,75,90-94,1,PS,34,GE90,11,GE50,91,90-94,3,PS,17AUG18
TEXAS,48,4845420,TX-242903,WHEELER ISD,39,GE90,,,,,1,PS,19,GE80,1,PS,18,GE80,5,PS,19,GE80,2,PS,17AUG18
TEXAS,48,4845450,TX-033904,WHITE DEER ISD,22,GE80,,,,,,,2,PS,,,20,GE80,3,PS,8,GE50,,,17AUG18
TEXAS,48,4845480,TX-092908,WHITE OAK ISD,97,GE95,2,PS,1,PS,3,PS,9,GE50,,,82,GE95,3,PS,36,80-89,,,17AUG18
TEXAS,48,4845540,TX-220920,WHITE SETTLEMENT ISD,466,91,1,PS,10,GE50,29,GE80,173,90-94,17,GE80,236,90-94,31,70-79,207,85-89,20,GE80,17AUG18
TEXAS,48,4845570,TX-040902,WHITEFACE CISD,29,GE80,,,,,,,15,GE50,,,14,GE50,5,PS,11,GE50,,,17AUG18
TEXAS,48,4845600,TX-212906,WHITEHOUSE ISD,351,91,1,PS,15,GE50,49,80-89,43,GE90,13,GE50,230,90-94,22,GE80,120,80-84,4,PS,17AUG18
TEXAS,48,4845630,TX-091909,WHITESBORO ISD,95,GE95,1,PS,,,1,PS,10,GE50,2,PS,81,GE95,10,GE50,31,GE90,1,PS,17AUG18
TEXAS,48,4845670,TX-091910,WHITEWRIGHT ISD,72,90-94,,,1,PS,5,PS,7,GE50,4,PS,55,GE90,7,GE50,24,GE80,2,PS,17AUG18
TEXAS,48,4845690,TX-110908,WHITHARRAL ISD,10,GE50,,,,,,,3,PS,,,7,GE50,,,4,PS,,,17AUG18
TEXAS,48,4845720,TX-109911,WHITNEY ISD,120,GE95,,,2,PS,2,PS,20,GE80,3,PS,93,GE95,10,GE50,62,90-94,2,PS,17AUG18
TEXAS,48,4845780,TX-243905,WICHITA FALLS ISD,882,98,7,GE50,27,GE80,107,GE95,311,96,32,GE90,398,98,88,90-94,425,97,25,GE80,17AUG18
TEXAS,48,4845900,TX-170904,WILLIS ISD,464,89,1,PS,6,GE50,44,80-89,138,80-84,16,GE80,259,90-94,32,80-89,246,85-89,38,60-69,17AUG18
TEXAS,48,4845950,TX-234907,WILLS POINT ISD,175,90-94,,,2,PS,5,PS,30,GE80,3,PS,135,90-94,18,GE80,87,85-89,3,PS,17AUG18
TEXAS,48,4845990,TX-153907,WILSON ISD,8,GE50,,,,,,,5,PS,,,3,PS,2,PS,5,PS,,,17AUG18
TEXAS,48,4846080,TX-005904,WINDTHORST ISD,37,GE90,,,,,,,10,GE50,,,27,GE80,2,PS,12,GE50,,,17AUG18
TEXAS,48,4846170,TX-248902,WINK-LOVING ISD,20,GE80,2,PS,,,,,8,GE50,,,10,GE50,4,PS,11,GE50,1,PS,17AUG18
TEXAS,48,4846200,TX-250907,WINNSBORO ISD,112,GE95,,,2,PS,3,PS,13,GE50,3,PS,91,GE95,8,GE50,45,GE90,3,PS,17AUG18
TEXAS,48,4846230,TX-212910,WINONA ISD,55,80-89,,,1,PS,14,GE50,10,GE50,2,PS,28,GE80,7,GE50,31,80-89,2,PS,17AUG18
TEXAS,48,4846260,TX-200904,WINTERS ISD,25,GE80,,,,,,,14,GE50,,,11,GE50,2,PS,9,GE50,3,PS,17AUG18
TEXAS,48,4846320,TX-174906,WODEN ISD,58,GE90,,,,,,,11,GE50,1,PS,46,GE90,4,PS,34,GE90,,,17AUG18
TEXAS,48,4846350,TX-116909,WOLFE CITY ISD,39,GE90,,,1,PS,4,PS,4,PS,1,PS,29,GE80,2,PS,21,GE80,2,PS,17AUG18
TEXAS,48,4846380,TX-196902,WOODSBORO ISD,34,GE90,,,,,1,PS,18,GE80,,,15,GE50,8,GE50,12,GE50,,,17AUG18
TEXAS,48,4846410,TX-224902,WOODSON ISD,10,GE50,,,,,,,2,PS,,,8,GE50,1,PS,6,GE50,1,PS,17AUG18
TEXAS,48,4846440,TX-229903,WOODVILLE ISD,89,90-94,3,PS,,,19,GE80,4,PS,4,PS,59,GE90,10,GE50,55,GE90,,,17AUG18
TEXAS,48,4846470,TX-081905,WORTHAM ISD,35,GE90,,,,,2,PS,6,GE50,,,27,GE80,1,PS,9,GE50,,,17AUG18
TEXAS,48,4846500,TX-221912,WYLIE ISD,247,GE99,2,PS,7,GE50,4,PS,27,GE80,8,GE50,199,GE95,10,GE50,26,GE80,1,PS,17AUG18
TEXAS,48,4846530,TX-043914,WYLIE ISD,998,97,8,GE50,78,GE95,167,GE95,193,90-94,20,GE80,532,97,59,80-89,233,GE95,40,GE90,17AUG18
TEXAS,48,4846590,TX-250905,YANTIS ISD,19,GE80,,,,,,,3,PS,,,16,GE80,2,PS,8,GE50,,,17AUG18
TEXAS,48,4846620,TX-062903,YOAKUM ISD,97,GE95,,,1,PS,5,PS,54,GE90,1,PS,36,GE90,5,PS,58,GE90,7,GE50,17AUG18
TEXAS,48,4846650,TX-062904,YORKTOWN ISD,44,GE90,,,,,,,19,GE80,,,25,GE80,9,GE50,26,GE80,,,17AUG18
TEXAS,48,4846680,TX-071905,YSLETA ISD,3073,89,3,PS,8,GE50,62,80-84,2823,89,9,GE50,168,85-89,308,69,2194,87,396,82,17AUG18
TEXAS,48,4846710,TX-253901,ZAPATA COUNTY ISD,251,90,,,,,,,247,90-94,,,4,PS,28,60-79,210,85-89,19,60-79,17AUG18
TEXAS,48,4846740,TX-003906,ZAVALLA ISD,25,GE80,,,,,,,2,PS,1,PS,22,GE80,5,PS,12,GE50,,,17AUG18
TEXAS,48,4846770,TX-025906,ZEPHYR ISD,20,GE80,,,,,,,1,PS,2,PS,17,GE80,2,PS,6,GE50,,,17AUG18
TEXAS,48,4899130,TX-066901,BENAVIDES ISD,28,GE80,,,,,,,28,GE80,,,,,2,PS,20,GE80,,,17AUG18
VERMONT,50,5000002,VT-U041,Spaulding UHSD #41,200,85-89,,,2,PS,4,PS,7,GE50,3,PS,184,85-89,36,70-79,107,80-84,1,PS,17AUG18
VERMONT,50,5000006,VT-U046,Essex Community Education Center,310,90,1,PS,7,GE50,8,GE50,10,GE50,13,GE50,271,90-94,48,60-69,99,80-84,5,PS,17AUG18
VERMONT,50,5000024,VT-U146,Rivendell Interstate School District,25,GE80,,,,,,,2,PS,,,23,GE80,5,PS,12,GE50,1,PS,17AUG18
VERMONT,50,5000025,VT-U048,Bellows Free Academy UHSD #48,252,94,3,PS,2,PS,1,PS,3,PS,15,GE50,228,90-94,33,80-89,110,85-89,1,PS,17AUG18
VERMONT,50,5000027,VT-J242,Whitingham/Wilmington Joint School District,32,80-89,,,,,,,,,1,PS,31,80-89,5,PS,18,60-79,,,17AUG18
VERMONT,50,5000388,VT-U401B,Mount Mansfield Modified USD #401B,212,94,,,,,3,PS,5,PS,6,GE50,198,90-94,24,60-79,44,80-89,,,17AUG18
VERMONT,50,5000391,VT-U050,Elmore Morristown Unified School District,60,80-89,,,1,PS,1,PS,1,PS,,,57,80-89,10,GE50,22,GE80,,,17AUG18
VERMONT,50,5000392,VT-U053,Otter Valley Unified School District,105,85-89,,,,,,,4,PS,1,PS,100,85-89,22,GE80,54,70-79,1,PS,17AUG18
VERMONT,50,5000393,VT-U052,Mill River Unified School District,75,GE95,,,,,1,PS,3,PS,1,PS,70,GE95,13,GE50,38,80-89,,,17AUG18
VERMONT,50,5001830,VT-T005,Arlington School District,27,GE80,,,,,,,1,PS,1,PS,25,GE80,3,PS,14,GE50,,,17AUG18
VERMONT,50,5002250,VT-T020,Bethel School District,21,GE80,,,,,,,1,PS,1,PS,19,GE80,4,PS,9,GE50,,,17AUG18
VERMONT,50,5002400,VT-U002,Randolph UHSD #2,65,90-94,1,PS,1,PS,1,PS,2,PS,1,PS,59,GE90,14,GE50,33,80-89,,,17AUG18
VERMONT,50,5002520,VT-U006,Brattleboro UHSD #6,204,84,,,4,PS,7,GE50,10,GE50,8,GE50,175,85-89,46,70-79,101,75-79,1,PS,17AUG18
VERMONT,50,5002820,VT-T037,Burlington School District,255,84,,,34,70-79,46,70-79,7,GE50,16,GE80,152,90-94,43,70-79,149,75-79,52,70-79,17AUG18
VERMONT,50,5002850,VT-T038,Cabot School District,18,GE80,,,,,,,,,,,18,GE80,3,PS,14,GE50,,,17AUG18
VERMONT,50,5002940,VT-T041,Canaan School District,14,GE50,,,,,,,,,,,14,GE50,3,PS,6,GE50,,,17AUG18
VERMONT,50,5003030,VT-U015,Champlain Valley UHSD #15,308,96,,,6,GE50,3,PS,4,PS,3,PS,292,GE95,49,80-89,57,GE90,4,PS,17AUG18
VERMONT,50,5003120,VT-T046,Chelsea School District,15,GE50,,,,,1,PS,1,PS,,,13,GE50,5,PS,9,GE50,2,PS,17AUG18
VERMONT,50,5003240,VT-T050,Colchester School District,195,90-94,1,PS,4,PS,4,PS,2,PS,,,184,GE95,23,GE80,57,80-89,5,PS,17AUG18
VERMONT,50,5003390,VT-T055,Craftsbury School District,19,GE80,,,,,,,1,PS,2,PS,16,GE80,1,PS,14,GE50,,,17AUG18
VERMONT,50,5003450,VT-T057,Danville School District,23,GE80,,,,,,,1,PS,,,22,GE80,2,PS,10,GE50,,,17AUG18
VERMONT,50,5003780,VT-T068,Enosburgh Town School District,72,90-94,,,,,,,1,PS,1,PS,70,90-94,16,60-79,45,80-89,1,PS,17AUG18
VERMONT,50,5003900,VT-U016,Fair Haven UHSD #16,116,85-89,,,1,PS,,,,,,,115,85-89,16,60-79,59,80-89,,,17AUG18
VERMONT,50,5003930,VT-T071,Fairfax School District,79,GE95,1,PS,1,PS,,,,,2,PS,75,GE95,19,GE80,35,GE90,,,17AUG18
VERMONT,50,5004580,VT-U019,Harwood UHSD #19,133,GE95,,,3,PS,,,1,PS,1,PS,128,GE95,25,GE80,40,GE90,1,PS,17AUG18
VERMONT,50,5004590,VT-T093,Hartford School District,136,90-94,,,3,PS,1,PS,,,1,PS,131,90-94,25,GE80,46,80-89,,,17AUG18
VERMONT,50,5005050,VT-U024,Lake Region UHSD #24,90,90-94,,,,,2,PS,1,PS,,,87,90-94,17,60-79,58,80-89,,,17AUG18
VERMONT,50,5005060,VT-U018,Lamoille UHSD #18,128,85-89,,,1,PS,3,PS,,,3,PS,121,85-89,27,60-79,82,80-84,,,17AUG18
VERMONT,50,5005120,VT-U034,Leland and Gray UHSD #34,56,80-89,,,,,,,1,PS,,,55,80-89,7,GE50,32,70-79,1,PS,17AUG18
VERMONT,50,5005520,VT-U003,Middlebury UHSD #3,143,90-94,,,1,PS,1,PS,2,PS,6,GE50,133,85-89,16,40-59,56,70-79,,,17AUG18
VERMONT,50,5005610,VT-T126,Milton Incorporated School District,129,90-94,,,1,PS,1,PS,1,PS,2,PS,124,90-94,17,GE80,59,80-89,1,PS,17AUG18
VERMONT,50,5005620,VT-U007,Missisquoi Valley UHSD #7,138,85-89,14,GE50,,,1,PS,,,20,60-79,103,90-94,19,60-79,67,75-79,,,17AUG18
VERMONT,50,5005700,VT-T129,Montpelier School District,70,90-94,,,3,PS,5,PS,3,PS,1,PS,58,GE90,9,GE50,19,GE80,3,PS,17AUG18
VERMONT,50,5005810,VT-U014,Mount Anthony UHSD #14,244,81,,,3,PS,2,PS,1,PS,4,PS,234,80-84,51,60-69,154,75-79,,,17AUG18
VERMONT,50,5006120,VT-T142,Northfield School District,35,80-89,,,,,1,PS,1,PS,2,PS,31,GE90,7,GE50,17,GE80,,,17AUG18
VERMONT,50,5006600,VT-T158,Poultney School District,39,70-79,,,,,2,PS,,,,,37,70-79,9,GE50,24,60-79,,,17AUG18
VERMONT,50,5006660,VT-T160,Proctor School District,29,GE80,,,,,1,PS,,,2,PS,26,GE80,1,PS,16,GE80,,,17AUG18
VERMONT,50,5006810,VT-T165,Richford School District,42,80-89,,,,,,,3,PS,,,39,80-89,6,GE50,29,GE80,,,17AUG18
VERMONT,50,5006900,VT-T168,Rochester School District,15,GE50,,,,,,,,,,,15,GE50,3,PS,8,GE50,,,17AUG18
VERMONT,50,5006990,VT-T171,Royalton School District,34,GE90,,,,,,,,,2,PS,32,GE90,7,GE50,21,GE80,,,17AUG18
VERMONT,50,5007050,VT-T173,Rutland City School District,223,92,,,3,PS,1,PS,11,GE50,9,GE50,199,90-94,30,60-79,101,80-84,2,PS,17AUG18
VERMONT,50,5007470,VT-T191,South Burlington School District,220,91,,,13,GE50,8,GE50,6,GE50,9,GE50,184,90-94,16,GE80,57,70-79,6,LT50,17AUG18
VERMONT,50,5007530,VT-T193,Springfield School District,107,70-74,,,1,PS,2,PS,2,PS,5,PS,96,70-74,21,40-59,60,50-59,1,PS,17AUG18
